,normalized,meaning
17988,скоро,скоро\n1. уахъа-уачIвы́ [скоро  (букв. сегодня ночью или завтра)]\n2. уахьчIва-уачIвы́\n3. хъагвырчIва́ла (диалект: ащхъарауа)хъагвырчIвала сгIадзатIя добежал быстро\n4. шва́быжта
17989,усиливаться,усиливаться\n1. мчхара́ [усиливаться  (о дожде и т. п.)]\n2. мчхъахара́ [усиливаться  (о дожде и т. п.)]\n3. шва́быжхара
17991,боязливый,боязливый\n1. швагIвы́ла швагIвытрусливая собака
17992,измерительный,измерительный\n1. шва́гаашвага приборкваизмерительные приборы
17993,волки,волки\n1. швагала́ [волки  волков]
17997,бочечный,бочечный\n1. швандры́йашвандрыйа пивабочечное пиво
17998,сундук,"сундук\n1. шванды́къвараачгIвычаква ашвандыкъвара йтацIараположить вещи в сундукзхъа хърымтIуа швандыкъваразагадка сундук, который никогда не открываютотгадка нышвынтара могила"
17999,пример,пример\n1. швапха́анхара апны швапха гIарбарапоказывать пример в работе
18000,примерный,примерный\n1. швапха́
18003,примерно,примерно\n1. швапха́ташвапхата нхараработать образцово
18004,измерять,измерять\n1. гIашара́ [измерять  (двигаясь по направлению к говорящему) что]хIуатра гIасшатIя измерил наш огород\n2. швара́ II. [измерять  что]ачIвыла дзала йшвитIпосл. он мерит землю пядью (о ленивом человеке)
18006,страшиться,страшиться\n1. чвшвара́ [страшиться  кого-чего]\n2. швара́ III.
18007,боязнь,боязнь\n1. швара́ III.
18009,опасность,опасность\n1. шварагIвара́ашварагIвара гIанмыршарапредотвратить опасность
18010,угроза,I. угроза\n1. шварагIвараугроза термоядерной войнытермоядро айсра ашварагIварара
18012,угрожающий,I. угрожающий\n1. шварагIвара злуугрожающая обстановкайшваргагIвару аъаща
18014,олень,олень\n1. швара́хашварах ашта йазцахитIпосл. олень возвращается о родные местайгIауымщыс ашварах ажьы уымшванпосл. не дели мясо ещё не убитого оленя
18015,олений,олений\n1. швара́хшварах чIвгIваоленьи рога
18016,оленевод,оленевод\n1. шварахрхIа́гIв
